AMC_name,Mutual Fund Name,category,risk_type,fund_rating,return_1yr,return_3yr,return_5yr,AuM(Cr),NAV,turnover_ratio,stocks_in_portfolio,standard_deviation,beta,sharpe_ratio,52_week_high,52_week_low
IIFL,IIFL Liquid Fund Direct Growth,Debt,Low to Moderate Risk,1,3.85,3.64,4.82,5624.52,80.876,18.98,17,22.405,1.0859999999999999,1.15,2/24/2018,7/18/2008
Kotak,Kotak Overnight Fund Direct Growth,Debt,Low Risk,3,3.86,3.64,31.47,18360.93,342.769,88.23,51,22.201999999999998,1.067,0.82,11/22/2020,5/6/2021
IDFC,IDFC Overnight Fund Direct Growth,Debt,Low Risk,3,3.85,3.64,34.56,5805.92,77.503,97.54,53,18.665,0.845,1.14,3/16/2021,11/17/2015
ITI,ITI Liquid Fund Direct Growth,Debt,Low Risk,2,3.89,3.63,17.01,2523.95,18.232,40.95,27,19.430999999999997,0.982,0.63,4/30/2011,2/11/2012
Union,Union Overnight Fund Direct Growth,Debt,Low Risk,3,3.86,3.63,0.9,10446.86,340.945,35.3,59,20.320999999999998,0.7829999999999999,0.83,12/25/2007,1/21/2009
Motilal,Motilal Oswal Liquid Fund Direct Growth,Debt,Low to Moderate Risk,1,3.73,3.63,43.14,36198.17,347.065,62.71,21,19.521,0.8270000000000001,1.09,8/10/2009,5/23/2013
HDFC,HDFC Overnight Fund Direct Plan Growth,Debt,Low Risk,2,3.81,3.62,4.59,36354.79,59.843999999999994,42.48,64,22.776999999999997,0.8029999999999999,1.0,8/15/2014,8/1/2008
JM,JM Medium to Long Duration Fund Direct Growth,Debt,Moderate Risk,1,0.83,3.6,2.57,9391.74,313.675,84.86,23,22.055,0.779,1.01,7/29/2011,9/27/2013
Indiabulls,Indiabulls Overnight Fund Direct Growth,Debt,Low Risk,1,3.75,3.58,10.29,10879.5,74.8,92.2,30,22.587,0.87,0.82,10/8/2021,3/24/2008
Franklin,Franklin India Overnight Fund Direct Growth,Debt,Low Risk,2,3.8,3.57,-11.04,27147.82,20.693,82.54,43,18.005,0.691,0.97,6/9/2013,6/9/2016
UTI,UTI Medium Term Fund Direct Growth,Debt,Moderate Risk,2,5.58,3.55,4.64,4801.38,206.842,13.14,41,18.651,1.064,0.94,12/30/2014,1/27/2019
WhiteOak,WhiteOak Capital Overnight Fund Direct Growth,Debt,Low Risk,1,3.67,3.55,16.36,6931.29,275.965,32.41,26,20.29,0.7020000000000001,1.23,1/14/2015,12/27/2015
Taurus,Taurus Dynamic Income Fund Direct Growth,Debt,Moderate Risk,1,9.64,3.53,4.36,17621.29,215.86599999999999,67.34,22,22.173000000000002,0.907,0.86,12/24/2019,8/21/2019
Principal,Principal Dynamic Bond Fund Direct Growth,Debt,Moderate Risk,2,7.81,3.47,6.16,27672.77,16.859,90.68,27,20.983,1.016,1.01,8/17/2012,8/6/2019
Indiabulls,Indiabulls Arbitrage Fund Direct Growth,Hybrid,Low Risk,2,2.78,3.44,4.66,18037.95,297.474,89.19,21,19.709,0.703,1.23,2/7/2021,2/17/2014
JM,JM Arbitrage Fund Direct Growth,Hybrid,Low Risk,1,3.69,3.4,4.39,8130.07,182.231,80.08,18,20.434,0.732,1.27,8/26/2008,6/25/2017
Bank,Bank of India Arbitrage Fund Direct Growth,Hybrid,Low Risk,2,2.69,3.37,16.36,28964.81,57.586999999999996,36.28,53,22.291999999999998,0.823,0.67,4/26/2022,7/5/2008
Edelweiss,Edelweiss ASEAN Equity Off Shore Fund Direct Growth,Other,Very High Risk,2,-0.87,3.3,5.74,20691.51,268.782,33.42,33,22.363000000000003,0.6809999999999999,0.59,5/9/2016,8/29/2009
Baroda,Baroda Dynamic Bond Direct Growth,Debt,Moderate Risk,1,4.29,3.17,4.61,5745.24,45.839,50.32,49,21.574,0.7879999999999999,0.56,1/7/2017,5/25/2011
UTI,UTI Focussed Equity Fund Series I (2195 Days) Direct Growth,Equity,Moderately High Risk,1,14.03,2.93,8.87,5864.74,321.32599999999996,74.11,35,20.428,0.8079999999999999,0.69,10/10/2016,7/14/2016
Nippon,Nippon India Japan Equity Fund Direct Growth,Equity,Very High Risk,1,-22.7,2.79,5.81,20730.77,136.05,0.69,65,18.029,0.677,0.96,1/7/2011,3/31/2020
Nippon,Nippon India Hybrid Bond Fund Direct Growth,Hybrid,High Risk,1,5.54,2.43,2.89,28006.48,148.68200000000002,44.5,55,19.703,0.815,0.96,6/3/2020,2/16/2022
Nippon,Nippon India Equity Savings Fund Direct Growth,Hybrid,Moderate Risk,1,2.35,1.97,1.28,8827.02,58.1,52.96,61,19.534000000000002,0.956,0.97,4/3/2018,3/27/2009
Franklin,Franklin India Life Stage FoF The 50s Plus Direct Plan Growth,Other,Moderate Risk,1,5.67,1.75,3.06,34747.59,114.03399999999999,6.16,27,20.225,1.002,0.76,11/28/2010,6/28/2011
Edelweiss,Edelweiss Emerging Markets Opportunities Equity Offshore Fund Direct Growth,Other,Very High Risk,4,-24.15,1.49,3.44,20620.95,219.07,91.63,31,19.662,0.9640000000000001,0.9,5/17/2012,7/15/2014
Edelweiss,Edelweiss Corporate Bond Fund Direct Growth,Debt,Low to Moderate Risk,1,-0.73,0.85,3.32,33605.12,44.158,58.75,18,22.226999999999997,0.731,1.02,9/16/2009,1/19/2012
Franklin,Franklin India Feeder Templeton European Opportunities Fund Direct Growth,Other,Very High Risk,4,4.64,-0.44,1.28,13976.97,317.437,4.22,24,18.27,0.871,0.66,10/28/2007,3/13/2018
Aditya,Aditya Birla Sun Life Global Excellence Equity FoF Retail Direct Growth,Other,Very High Risk,2,-17.65,-0.9,3.09,3945.12,68.729,6.04,15,21.451,0.848,0.93,4/21/2022,2/6/2008
Nippon,Nippon India Strategic Debt Fund Direct Growth,Debt,Very High Risk,2,1.69,-2.82,-0.95,10474.5,207.688,55.9,58,19.365,1.102,0.62,8/14/2017,5/30/2008
PGIM,PGIM India Emerging Markets Equity Fund Direct Growth,Other,Very High Risk,4,-39.0,-3.1,-0.46,37882.82,239.055,48.91,56,18.167,0.696,0.53,12/20/2017,6/16/2014
DSP,DSP World Gold Fund Direct Plan Growth,Other,Very High Risk,3,-25.54,-3.99,0.15,9612.97,268.35400000000004,48.37,65,21.926,0.8759999999999999,1.02,11/22/2015,9/19/2021
UTI,UTI Credit Risk Fund Direct Growth,Debt,Moderately High Risk,1,20.76,-4.37,-0.98,32185.55,116.945,5.27,41,19.439,0.809,1.24,9/25/2010,3/16/2011
HSBC,HSBC Brazil Direct Plan Growth,Other,Very High Risk,1,-9.07,-8.55,-2.72,389.24,57.324,22.95,33,20.83,1.131,0.68,12/1/2016,3/28/2006
Baroda,Baroda Treasury Advantage Direct Fund Growth,Debt,Low to Moderate Risk,1,3.96,-9.24,-2.95,24229.44,79.653,68.42,64,21.325,0.914,1.31,6/4/2011,3/7/2019
BHARAT,BHARAT Bond FOF April 2023 Direct Growth,Other,Low to Moderate Risk,3,3.39,6.28,-7.32,29672.13,325.522,75.79,47,21.956,1.17,0.54,4/17/2019,7/15/2020
Union,Union Hybrid Equity Fund Direct Growth,Hybrid,Very High Risk,4,1.1,18.13,-9.7,15748.39,322.14,13.07,52,18.662,0.938,1.23,12/10/2021,9/29/2008
Mirae,Mirae Asset Banking and Financial Services Fund Direct Growth,Equity,Very High Risk,1,5.24,-2.99,-1.04,28858.47,142.205,13.48,40,21.228,1.001,1.12,3/28/2022,8/9/2021
IDFC,IDFC Midcap Fund Direct Growth,Equity,Very High Risk,1,-0.03,22.1,12.68,20678.22,235.85299999999998,31.58,21,21.916,0.97,0.52,5/4/2016,10/6/2020
Canara,Canara Robeco Banking and PSU Debt Fund Direct Growth,Debt,Low to Moderate Risk,3,22.85,0.75,9.04,16111.09,55.821000000000005,59.46,47,20.433,0.82,0.61,10/29/2018,10/23/2013
Nippon,Nippon India Nifty Alpha Low Volatility 30 Index Fund Direct Growth,Other,Very High Risk,1,25.77,18.57,17.72,4352.59,134.972,89.39,28,21.979,0.9179999999999999,1.29,1/20/2009,4/5/2018
Navi,Navi Nifty India Manufacturing Index Fund Direct Growth,Other,Very High Risk,1,25.12,23.57,-3.21,33019.49,113.00200000000001,94.61,24,20.479,0.97,0.78,12/13/2017,7/19/2021
SBI,SBI Nifty Next 50 Index Fund Direct Growth,Other,Very High Risk,1,4.19,2.49,42.83,24310.49,40.569,24.7,52,21.046999999999997,1.037,0.67,10/26/2016,3/3/2015
TRUSTMF,TRUSTMF Money Market Fund Direct Growth,Debt,Low to Moderate Risk,2,34.76,45.59,28.06,23800.6,298.705,67.05,48,21.236,1.15,1.0,1/26/2006,3/6/2008
HDFC,HDFC NIFTY Next 50 Index Fund Direct Growth,Other,Very High Risk,1,27.38,2.4,33.37,2543.68,255.59099999999998,35.49,46,22.704,0.728,1.02,1/28/2012,11/12/2020
Nippon,Nippon India Flexi Cap Fund Direct Growth,Equity,Very High Risk,4,5.53,32.36,-11.74,6658.51,147.585,7.54,36,19.03,1.011,1.23,11/11/2016,2/16/2015
Mirae,Mirae Asset NYSE FANG+ ETF FoF Direct Growth,Other,Very High Risk,1,-22.59,11.07,7.93,20686.6,102.654,61.35,57,21.311999999999998,0.698,0.57,8/1/2020,8/19/2015
Parag,Parag Parikh Conservative Hybrid Fund Direct Growth,Hybrid,Moderately High Risk,2,8.35,5.96,29.1,10631.22,215.382,7.69,64,18.932000000000002,1.115,0.59,3/28/2009,7/31/2011
SBI,SBI Balanced Advantage Fund Direct Growth,Hybrid,Moderately High Risk,3,16.05,23.7,-7.85,10898.44,86.79,97.02,24,19.3,0.8140000000000001,0.64,8/12/2012,5/28/2008
Nippon,Nippon India Nifty Smallcap 250 Index Fund Direct Growth,Other,Very High Risk,1,4.34,36.64,31.17,24821.32,77.094,77.8,42,20.223,1.046,1.07,4/6/2008,8/6/2020
PGIM,PGIM India Small Cap Fund Direct Growth,Equity,Very High Risk,1,10.38,-0.77,-1.75,22476.82,81.857,15.68,51,21.438000000000002,1.11,1.12,11/29/2012,12/14/2016
Motilal,Motilal Oswal S&P BSE Quality Index Fund Direct Growth,Other,Very High Risk,1,10.51,37.59,-5.96,28094.93,140.651,50.27,34,18.514,0.754,0.83,6/10/2017,1/2/2009
IDFC,IDFC Nifty200 Momentum 30 Index Fund Direct Growth,Other,Very High Risk,1,27.82,12.61,34.38,15554.62,100.66799999999999,64.25,17,17.973,0.6829999999999999,1.16,8/4/2017,8/5/2014
Quant,Quant Large Cap Fund Direct Growth,Equity,Very High Risk,4,31.16,4.92,-3.72,22196.25,282.763,1.01,61,20.145,0.78,0.54,7/21/2021,10/26/2009
ICICI,ICICI Prudential Nifty Smallcap 250 Index Fund Direct Growth,Other,Very High Risk,4,14.35,-4.47,18.88,26792.16,148.03,17.12,46,21.237,1.014,0.74,9/25/2007,7/13/2020
Mirae,Mirae Asset Balanced Advantage Fund Direct Growth,Hybrid,High Risk,2,8.67,44.69,4.58,14383.01,272.95099999999996,30.01,62,18.949,0.6970000000000001,0.69,8/1/2015,7/8/2008
SBI,SBI Retirement Benefit Fund Aggressive Hybrid Plan Direct Growth,Solution Oriented,Very High Risk,3,12.87,-5.05,52.5,294.19,152.958,16.7,64,21.735,1.123,0.57,7/14/2014,4/22/2008
HDFC,HDFC Developed World Indexes FoF Direct Growth,Other,Very High Risk,1,23.61,45.49,-6.67,6112.69,264.83799999999997,20.74,15,22.055,0.8370000000000001,0.63,12/21/2017,4/22/2007
Nippon,Nippon India Silver ETF FoF Direct Growth,Other,Very High Risk,4,29.59,20.17,48.72,15577.76,310.065,86.71,27,22.421,0.897,0.96,9/11/2017,11/9/2007
Invesco,Invesco India Invesco EQQQ NASDAQ 100 ETF FoF Direct Growth,Other,Very High Risk,4,9.3,31.94,2.47,33721.94,197.013,70.98,27,20.604,0.965,0.66,9/25/2020,1/5/2019
Navi,Navi Nifty Next 50 Index Fund Direct Growth,Other,Very High Risk,1,1.27,32.15,-7.7,7771.04,91.39399999999999,68.82,37,22.095,1.0759999999999998,0.96,10/30/2009,5/17/2016
HDFC,HDFC Developed World Indexes FoF Direct Growth,Other,Very High Risk,2,-1.34,22.15,18.84,2218.93,296.274,59.38,58,22.474,0.706,0.52,1/21/2013,9/6/2011
Nippon,Nippon India Silver ETF FoF Direct Growth,Other,Very High Risk,3,5.95,0.72,18.04,36001.18,257.832,98.38,47,20.651,0.867,1.22,6/27/2019,4/12/2020
Invesco,Invesco India Invesco EQQQ NASDAQ 100 ETF FoF Direct Growth,Other,Very High Risk,3,2.87,37.99,8.53,10596.63,67.673,25.23,36,19.801,0.7240000000000001,1.14,11/3/2017,9/15/2018
Motilal,Motilal Oswal MSCI EAFE Top 100 Select Index Fund Direct Growth,Other,Very High Risk,1,21.1,12.65,29.67,30014.01,149.305,45.16,53,21.090999999999998,0.7659999999999999,1.3,7/23/2011,10/18/2021
Axis,Axis Nifty Next 50 Index Fund Direct Growth,Other,Very High Risk,2,33.68,22.3,16.28,34016.44,127.698,82.05,28,19.19,1.129,0.9,6/21/2015,10/22/2021
DSP,DSP Global Innovation FoF Direct Growth,Other,Very High Risk,4,10.13,40.11,15.42,12040.8,166.368,84.22,23,22.081999999999997,0.88,1.1,8/22/2006,9/28/2015
Mirae,Mirae Asset Balanced Advantage Fund Direct Growth,Hybrid,High Risk,4,0.19,35.39,28.1,39407.6,173.66,1.16,26,21.761,0.948,1.01,8/29/2006,9/26/2018
UTI,UTI Nifty Midcap 150 Quality 50 Index Fund Direct Growth,Other,Very High Risk,1,24.77,5.94,54.16,24126.68,245.78099999999998,53.99,37,20.793000000000003,0.879,0.86,10/9/2007,9/4/2018
ICICI,ICICI Prudential Passive Multi Asset FoF Direct Growth,Other,High Risk,1,-3.79,20.28,10.56,4925.55,217.655,31.69,36,18.939,0.977,0.75,5/31/2019,7/18/2021
SBI,SBI Retirement Benefit Fund Aggressive Hybrid Plan Direct Growth,Solution Oriented,Very High Risk,4,12.87,29.47,10.66,12463.36,226.69099999999997,60.73,29,19.792,1.042,0.94,8/24/2013,6/4/2007
Motilal,Motilal Oswal Nifty 200 Momentum 30 Index Fund Direct Growth,Other,Very High Risk,1,18.42,33.27,37.62,34417.59,110.852,53.22,27,19.414,1.061,1.13,6/11/2008,1/19/2009
Quant,Quant Value Fund Direct Growth,Equity,Very High Risk,1,21.62,27.44,48.78,215.85,124.161,88.29,32,19.13,0.857,1.04,11/28/2014,1/12/2007
IDFC,IDFC Emerging Businesses Fund Direct Growth,Equity,Very High Risk,4,-0.1,25.24,41.63,14160.88,201.638,29.6,29,19.242,0.695,0.88,12/7/2006,1/29/2022
Quantum,Quantum Nifty 50 ETF FoF Direct Growth,Other,Very High Risk,2,28.64,41.44,-1.58,22167.56,167.928,64.71,16,21.205,1.042,0.62,7/6/2007,8/18/2007
